Sample_Index,Y_Encoded,Y_Label
7109,3,Triple-Negative
7110,3,Triple-Negative
7111,1,EGFR
7112,2,KRAS
7113,1,EGFR
7114,2,KRAS
7115,1,EGFR
7116,2,KRAS
7117,2,KRAS
7118,1,EGFR
7119,2,KRAS
7120,1,EGFR
7121,1,EGFR
7122,1,EGFR
7123,1,EGFR
7124,2,KRAS
7125,1,EGFR
7126,1,EGFR
7127,1,EGFR
7128,0,ALK
7129,2,KRAS
7130,0,ALK
7131,1,EGFR
7132,1,EGFR
7133,2,KRAS
7134,1,EGFR
7135,2,KRAS
7136,1,EGFR
7137,1,EGFR
7138,1,EGFR
7139,2,KRAS
7140,1,EGFR
7141,2,KRAS
7142,3,Triple-Negative
7143,1,EGFR
7144,1,EGFR
7145,3,Triple-Negative
7146,1,EGFR
7147,2,KRAS
7148,1,EGFR
7149,2,KRAS
7150,1,EGFR
7151,1,EGFR
7152,1,EGFR
7153,2,KRAS
7154,1,EGFR
7155,2,KRAS
7156,2,KRAS
7157,1,EGFR
7158,1,EGFR
7159,1,EGFR
7160,3,Triple-Negative
7161,3,Triple-Negative
7162,2,KRAS
7163,2,KRAS
7164,2,KRAS
7165,1,EGFR
7166,2,KRAS
7167,2,KRAS
7168,2,KRAS
7169,3,Triple-Negative
7170,2,KRAS
7171,2,KRAS
7172,1,EGFR
7173,2,KRAS
7174,1,EGFR
7175,1,EGFR
7176,3,Triple-Negative
7177,1,EGFR
7178,1,EGFR
7179,1,EGFR
7180,1,EGFR
7181,2,KRAS
7182,0,ALK
7183,1,EGFR
7184,1,EGFR
7185,1,EGFR
7186,2,KRAS
7187,1,EGFR
7188,2,KRAS
7189,1,EGFR
7190,3,Triple-Negative
7191,2,KRAS
7192,1,EGFR
7193,3,Triple-Negative
7194,2,KRAS
7195,1,EGFR
7196,1,EGFR
7197,2,KRAS
7198,2,KRAS
7199,2,KRAS
7200,2,KRAS
7201,2,KRAS
7202,1,EGFR
7203,1,EGFR
7204,3,Triple-Negative
7205,2,KRAS
7206,1,EGFR
7207,2,KRAS
7208,2,KRAS
7209,0,ALK
7210,3,Triple-Negative
7211,1,EGFR
7212,1,EGFR
7213,2,KRAS
7214,3,Triple-Negative
7215,1,EGFR
7216,1,EGFR
7217,1,EGFR
7218,2,KRAS
7219,1,EGFR
7220,1,EGFR
7221,2,KRAS
7222,0,ALK
7223,1,EGFR
7224,2,KRAS
7225,1,EGFR
7226,1,EGFR
7227,1,EGFR
7228,1,EGFR
7229,1,EGFR
7230,3,Triple-Negative
7231,3,Triple-Negative
7232,2,KRAS
7233,1,EGFR
7234,0,ALK
7235,1,EGFR
7236,2,KRAS
7237,1,EGFR
7238,3,Triple-Negative
7239,1,EGFR
7240,2,KRAS
7241,2,KRAS
7242,2,KRAS
7243,1,EGFR
7244,2,KRAS
7245,3,Triple-Negative
7246,1,EGFR
7247,3,Triple-Negative
7248,2,KRAS
7249,2,KRAS
7250,1,EGFR
7251,1,EGFR
7252,2,KRAS
7253,1,EGFR
7254,3,Triple-Negative
7255,1,EGFR
7256,2,KRAS
7257,2,KRAS
7258,2,KRAS
7259,2,KRAS
7260,1,EGFR
7261,2,KRAS
7262,1,EGFR
7263,0,ALK
7264,3,Triple-Negative
7265,2,KRAS
7266,1,EGFR
7267,2,KRAS
7268,3,Triple-Negative
7269,1,EGFR
7270,2,KRAS
7271,2,KRAS
7272,1,EGFR
7273,2,KRAS
7274,3,Triple-Negative
7275,1,EGFR
7276,1,EGFR
7277,1,EGFR
7278,1,EGFR
7279,2,KRAS
7280,2,KRAS
7281,2,KRAS
7282,0,ALK
7283,3,Triple-Negative
7284,1,EGFR
7285,1,EGFR
7286,1,EGFR
7287,1,EGFR
7288,3,Triple-Negative
7289,1,EGFR
7290,2,KRAS
7291,3,Triple-Negative
7292,1,EGFR
7293,1,EGFR
7294,3,Triple-Negative
7295,3,Triple-Negative
7296,1,EGFR
7297,1,EGFR
7298,2,KRAS
7299,1,EGFR
7300,2,KRAS
7301,0,ALK
7302,3,Triple-Negative
7303,2,KRAS
7304,3,Triple-Negative
7305,1,EGFR
7306,0,ALK
7307,2,KRAS
7308,2,KRAS
7309,0,ALK
7310,1,EGFR
7311,3,Triple-Negative
7312,2,KRAS
7313,1,EGFR
7314,2,KRAS
7315,2,KRAS
7316,3,Triple-Negative
7317,2,KRAS
7318,1,EGFR
7319,2,KRAS
7320,1,EGFR
7321,2,KRAS
7322,3,Triple-Negative
7323,3,Triple-Negative
7324,1,EGFR
7325,1,EGFR
7326,2,KRAS
7327,2,KRAS
7328,1,EGFR
7329,1,EGFR
7330,1,EGFR
7331,2,KRAS
7332,2,KRAS
7333,0,ALK
7334,1,EGFR
7335,3,Triple-Negative
7336,1,EGFR
7337,1,EGFR
7338,2,KRAS
7339,2,KRAS
7340,2,KRAS
7341,2,KRAS
7342,1,EGFR
7343,2,KRAS
7344,1,EGFR
7345,1,EGFR
7346,1,EGFR
7347,1,EGFR
7348,1,EGFR
7349,1,EGFR
7350,3,Triple-Negative
7351,1,EGFR
7352,3,Triple-Negative
7353,3,Triple-Negative
7354,1,EGFR
7355,1,EGFR
7356,1,EGFR
7357,2,KRAS
7358,2,KRAS
7359,1,EGFR
7360,2,KRAS
7361,2,KRAS
7362,2,KRAS
7363,3,Triple-Negative
7364,0,ALK
7365,2,KRAS
7366,0,ALK
7367,3,Triple-Negative
7368,2,KRAS
7369,2,KRAS
7370,1,EGFR
7371,1,EGFR
7372,2,KRAS
7373,3,Triple-Negative
7374,2,KRAS
7375,2,KRAS
7376,2,KRAS
7377,2,KRAS
7378,1,EGFR
7379,1,EGFR
7380,1,EGFR
7381,1,EGFR
7382,1,EGFR
7383,1,EGFR
7384,2,KRAS
7385,1,EGFR
7386,2,KRAS
7387,1,EGFR
7388,2,KRAS
7389,2,KRAS
7390,1,EGFR
7391,3,Triple-Negative
7392,1,EGFR
7393,1,EGFR
7394,1,EGFR
7395,2,KRAS
7396,3,Triple-Negative
7397,1,EGFR
7398,3,Triple-Negative
7399,2,KRAS
7400,1,EGFR
7401,3,Triple-Negative
7402,1,EGFR
7403,2,KRAS
7404,0,ALK
7405,1,EGFR
7406,2,KRAS
7407,2,KRAS
7408,3,Triple-Negative
7409,1,EGFR
7410,2,KRAS
7411,2,KRAS
7412,1,EGFR
7413,2,KRAS
7414,2,KRAS
7415,2,KRAS
7416,0,ALK
7417,0,ALK
7418,3,Triple-Negative
7419,1,EGFR
7420,0,ALK
7421,2,KRAS
7422,1,EGFR
7423,2,KRAS
7424,3,Triple-Negative
7425,2,KRAS
7426,1,EGFR
7427,3,Triple-Negative
7428,3,Triple-Negative
7429,2,KRAS
7430,1,EGFR
7431,2,KRAS
7432,2,KRAS
7433,1,EGFR
7434,1,EGFR
7435,3,Triple-Negative
7436,1,EGFR
7437,2,KRAS
7438,1,EGFR
7439,2,KRAS
7440,1,EGFR
7441,0,ALK
7442,3,Triple-Negative
7443,2,KRAS
7444,1,EGFR
7445,1,EGFR
7446,3,Triple-Negative
7447,2,KRAS
7448,0,ALK
7449,3,Triple-Negative
7450,1,EGFR
7451,1,EGFR
7452,2,KRAS
7453,1,EGFR
7454,1,EGFR
7455,3,Triple-Negative
7456,1,EGFR
7457,1,EGFR
7458,1,EGFR
7459,1,EGFR
7460,2,KRAS
7461,2,KRAS
7462,2,KRAS
7463,2,KRAS
7464,1,EGFR
7465,1,EGFR
7466,2,KRAS
7467,1,EGFR
7468,1,EGFR
7469,2,KRAS
7470,2,KRAS
7471,1,EGFR
7472,2,KRAS
7473,1,EGFR
7474,1,EGFR
7475,2,KRAS
7476,1,EGFR
7477,1,EGFR
7478,0,ALK
7479,0,ALK
7480,3,Triple-Negative
7481,1,EGFR
7482,2,KRAS
7483,3,Triple-Negative
7484,3,Triple-Negative
7485,1,EGFR
7486,1,EGFR
7487,1,EGFR
7488,1,EGFR
7489,2,KRAS
7490,1,EGFR
7491,1,EGFR
7492,1,EGFR
7493,2,KRAS
7494,2,KRAS
7495,3,Triple-Negative
7496,2,KRAS
7497,1,EGFR
7498,2,KRAS
7499,2,KRAS
7500,2,KRAS
7501,2,KRAS
7502,2,KRAS
7503,1,EGFR
7504,2,KRAS
7505,1,EGFR
7506,2,KRAS
7507,2,KRAS
7508,1,EGFR
7509,3,Triple-Negative
7510,2,KRAS
7511,1,EGFR
7512,1,EGFR
7513,1,EGFR
7514,2,KRAS
7515,1,EGFR
7516,1,EGFR
7517,2,KRAS
7518,1,EGFR
7519,1,EGFR
7520,3,Triple-Negative
7521,1,EGFR
7522,3,Triple-Negative
7523,3,Triple-Negative
7524,2,KRAS
7525,2,KRAS
7526,2,KRAS
7527,3,Triple-Negative
7528,1,EGFR
7529,1,EGFR
7530,2,KRAS
7531,3,Triple-Negative
7532,3,Triple-Negative
7533,2,KRAS
7534,2,KRAS
7535,2,KRAS
7536,2,KRAS
7537,1,EGFR
7538,2,KRAS
7539,1,EGFR
7540,3,Triple-Negative
7541,1,EGFR
7542,1,EGFR
7543,1,EGFR
7544,1,EGFR
7545,2,KRAS
7546,2,KRAS
7547,1,EGFR
7548,1,EGFR
7549,2,KRAS
7550,1,EGFR
7551,3,Triple-Negative
7552,1,EGFR
7553,1,EGFR
7554,3,Triple-Negative
7555,2,KRAS
7556,1,EGFR
7557,3,Triple-Negative
7558,2,KRAS
7559,2,KRAS
7560,2,KRAS
7561,3,Triple-Negative
7562,1,EGFR
7563,2,KRAS
7564,1,EGFR
7565,1,EGFR
7566,1,EGFR
7567,2,KRAS
7568,2,KRAS
7569,1,EGFR
7570,3,Triple-Negative
7571,2,KRAS
7572,1,EGFR
7573,1,EGFR
7574,1,EGFR
7575,2,KRAS
7576,1,EGFR
7577,1,EGFR
7578,1,EGFR
7579,2,KRAS
7580,2,KRAS
7581,1,EGFR
7582,2,KRAS
7583,2,KRAS
7584,1,EGFR
7585,3,Triple-Negative
7586,2,KRAS
7587,2,KRAS
7588,1,EGFR
7589,1,EGFR
7590,3,Triple-Negative
7591,1,EGFR
7592,1,EGFR
7593,0,ALK
7594,2,KRAS
7595,1,EGFR
7596,1,EGFR
7597,1,EGFR
7598,1,EGFR
7599,1,EGFR
7600,2,KRAS
7601,1,EGFR
7602,1,EGFR
7603,2,KRAS
7604,0,ALK
7605,1,EGFR
7606,2,KRAS
7607,1,EGFR
7608,1,EGFR
7609,2,KRAS
7610,1,EGFR
7611,2,KRAS
7612,1,EGFR
7613,2,KRAS
7614,3,Triple-Negative
7615,2,KRAS
7616,1,EGFR
7617,1,EGFR
7618,1,EGFR
7619,1,EGFR
7620,1,EGFR
7621,1,EGFR
7622,2,KRAS
7623,0,ALK
7624,3,Triple-Negative
7625,1,EGFR
7626,2,KRAS
7627,1,EGFR
7628,2,KRAS
7629,3,Triple-Negative
7630,2,KRAS
7631,2,KRAS
7632,1,EGFR
7633,3,Triple-Negative
7634,1,EGFR
7635,2,KRAS
7636,1,EGFR
7637,3,Triple-Negative
7638,1,EGFR
7639,1,EGFR
7640,2,KRAS
7641,1,EGFR
7642,1,EGFR
7643,3,Triple-Negative
7644,2,KRAS
7645,2,KRAS
7646,2,KRAS
7647,1,EGFR
7648,1,EGFR
7649,2,KRAS
7650,3,Triple-Negative
7651,2,KRAS
7652,1,EGFR
7653,1,EGFR
7654,2,KRAS
7655,0,ALK
7656,1,EGFR
7657,3,Triple-Negative
7658,3,Triple-Negative
7659,2,KRAS
7660,3,Triple-Negative
7661,3,Triple-Negative
7662,3,Triple-Negative
7663,2,KRAS
7664,1,EGFR
7665,1,EGFR
7666,2,KRAS
7667,2,KRAS
7668,1,EGFR
7669,1,EGFR
7670,2,KRAS
7671,3,Triple-Negative
7672,2,KRAS
7673,3,Triple-Negative
7674,1,EGFR
7675,1,EGFR
7676,2,KRAS
7677,1,EGFR
7678,1,EGFR
7679,2,KRAS
7680,2,KRAS
7681,1,EGFR
7682,2,KRAS
7683,2,KRAS
7684,2,KRAS
7685,0,ALK
7686,3,Triple-Negative
7687,0,ALK
7688,1,EGFR
7689,2,KRAS
7690,1,EGFR
7691,2,KRAS
7692,2,KRAS
7693,2,KRAS
7694,1,EGFR
7695,1,EGFR
7696,1,EGFR
7697,1,EGFR
7698,1,EGFR
7699,2,KRAS
7700,1,EGFR
7701,2,KRAS
7702,2,KRAS
7703,1,EGFR
7704,1,EGFR
7705,2,KRAS
7706,2,KRAS
7707,2,KRAS
7708,1,EGFR
7709,2,KRAS
7710,2,KRAS
7711,1,EGFR
7712,2,KRAS
7713,2,KRAS
7714,1,EGFR
7715,1,EGFR
7716,2,KRAS
7717,2,KRAS
7718,1,EGFR
7719,2,KRAS
7720,3,Triple-Negative
7721,1,EGFR
7722,1,EGFR
7723,2,KRAS
7724,1,EGFR
7725,2,KRAS
7726,1,EGFR
7727,2,KRAS
7728,1,EGFR
7729,2,KRAS
7730,3,Triple-Negative
7731,1,EGFR
7732,1,EGFR
7733,1,EGFR
7734,2,KRAS
7735,1,EGFR
7736,3,Triple-Negative
7737,1,EGFR
7738,1,EGFR
7739,2,KRAS
7740,1,EGFR
7741,3,Triple-Negative
7742,2,KRAS
7743,1,EGFR
7744,2,KRAS
7745,2,KRAS
7746,2,KRAS
7747,2,KRAS
7748,3,Triple-Negative
7749,3,Triple-Negative
7750,2,KRAS
7751,2,KRAS
7752,3,Triple-Negative
7753,2,KRAS
7754,3,Triple-Negative
7755,1,EGFR
7756,1,EGFR
7757,2,KRAS
7758,1,EGFR
7759,1,EGFR
7760,0,ALK
7761,2,KRAS
7762,1,EGFR
7763,2,KRAS
7764,3,Triple-Negative
7765,1,EGFR
7766,2,KRAS
7767,3,Triple-Negative
7768,2,KRAS
7769,1,EGFR
7770,3,Triple-Negative
7771,1,EGFR
7772,1,EGFR
7773,3,Triple-Negative
7774,1,EGFR
7775,2,KRAS
7776,3,Triple-Negative
7777,2,KRAS
7778,3,Triple-Negative
7779,3,Triple-Negative
7780,1,EGFR
7781,2,KRAS
7782,1,EGFR
7783,3,Triple-Negative
7784,2,KRAS
7785,2,KRAS
7786,1,EGFR
7787,1,EGFR
7788,3,Triple-Negative
7789,1,EGFR
7790,1,EGFR
7791,1,EGFR
7792,2,KRAS
7793,2,KRAS
7794,2,KRAS
7795,1,EGFR
7796,1,EGFR
7797,0,ALK
7798,1,EGFR
7799,1,EGFR
7800,2,KRAS
7801,1,EGFR
7802,1,EGFR
7803,1,EGFR
7804,2,KRAS
7805,3,Triple-Negative
7806,1,EGFR
7807,1,EGFR
7808,1,EGFR
7809,2,KRAS
7810,2,KRAS
7811,1,EGFR
7812,1,EGFR
7813,3,Triple-Negative
7814,2,KRAS
7815,1,EGFR
7816,1,EGFR
7817,3,Triple-Negative
7818,2,KRAS
7819,0,ALK
7820,3,Triple-Negative
7821,2,KRAS
7822,2,KRAS
7823,1,EGFR
7824,1,EGFR
7825,1,EGFR
7826,2,KRAS
7827,1,EGFR
7828,1,EGFR
7829,1,EGFR
7830,3,Triple-Negative
7831,1,EGFR
7832,1,EGFR
7833,1,EGFR
7834,2,KRAS
7835,3,Triple-Negative
7836,2,KRAS
7837,1,EGFR
7838,1,EGFR
7839,1,EGFR
7840,1,EGFR
7841,1,EGFR
7842,1,EGFR
7843,1,EGFR
7844,1,EGFR
7845,1,EGFR
7846,2,KRAS
7847,3,Triple-Negative
7848,1,EGFR
7849,1,EGFR
7850,1,EGFR
7851,1,EGFR
7852,1,EGFR
7853,1,EGFR
7854,1,EGFR
7855,2,KRAS
7856,2,KRAS
7857,2,KRAS
7858,2,KRAS
7859,1,EGFR
7860,2,KRAS
7861,2,KRAS
7862,1,EGFR
7863,2,KRAS
7864,1,EGFR
7865,1,EGFR
7866,2,KRAS
7867,1,EGFR
7868,3,Triple-Negative
7869,2,KRAS
7870,1,EGFR
7871,1,EGFR
7872,2,KRAS
7873,1,EGFR
7874,2,KRAS
7875,2,KRAS
7876,1,EGFR
7877,2,KRAS
7878,3,Triple-Negative
7879,2,KRAS
7880,2,KRAS
7881,1,EGFR
7882,1,EGFR
7883,2,KRAS
7884,0,ALK
7885,2,KRAS
7886,2,KRAS
7887,1,EGFR
7888,1,EGFR
7889,2,KRAS
7890,2,KRAS
7891,2,KRAS
7892,1,EGFR
7893,2,KRAS
7894,1,EGFR
7895,2,KRAS
7896,2,KRAS
7897,1,EGFR
7898,1,EGFR
7899,2,KRAS
7900,1,EGFR
7901,1,EGFR
7902,3,Triple-Negative
7903,3,Triple-Negative
7904,1,EGFR
7905,2,KRAS
7906,1,EGFR
7907,1,EGFR
7908,2,KRAS
7909,2,KRAS
7910,1,EGFR
7911,1,EGFR
7912,2,KRAS
7913,2,KRAS
7914,1,EGFR
7915,1,EGFR
7916,2,KRAS
7917,1,EGFR
7918,1,EGFR
7919,2,KRAS
7920,2,KRAS
7921,2,KRAS
7922,3,Triple-Negative
7923,1,EGFR
7924,2,KRAS
7925,2,KRAS
7926,1,EGFR
7927,1,EGFR
7928,1,EGFR
7929,3,Triple-Negative
7930,2,KRAS
7931,3,Triple-Negative
7932,1,EGFR
7933,3,Triple-Negative
7934,3,Triple-Negative
7935,2,KRAS
7936,3,Triple-Negative
7937,1,EGFR
7938,3,Triple-Negative
7939,2,KRAS
7940,1,EGFR
7941,3,Triple-Negative
7942,3,Triple-Negative
7943,2,KRAS
7944,1,EGFR
7945,1,EGFR
7946,1,EGFR
7947,2,KRAS
7948,2,KRAS
7949,2,KRAS
7950,1,EGFR
7951,2,KRAS
7952,2,KRAS
7953,2,KRAS
7954,1,EGFR
7955,1,EGFR
7956,2,KRAS
7957,3,Triple-Negative
7958,2,KRAS
7959,2,KRAS
7960,1,EGFR
7961,2,KRAS
7962,3,Triple-Negative
7963,1,EGFR
7964,1,EGFR
7965,3,Triple-Negative
7966,3,Triple-Negative
7967,1,EGFR
7968,1,EGFR
7969,1,EGFR
7970,2,KRAS
7971,1,EGFR
7972,3,Triple-Negative
7973,0,ALK
7974,2,KRAS
7975,2,KRAS
7976,1,EGFR
7977,3,Triple-Negative
7978,1,EGFR
7979,1,EGFR
7980,2,KRAS
7981,1,EGFR
7982,1,EGFR
7983,0,ALK
7984,1,EGFR
7985,2,KRAS
7986,1,EGFR
7987,1,EGFR
7988,2,KRAS
7989,1,EGFR
7990,2,KRAS
7991,0,ALK
7992,1,EGFR
7993,0,ALK
7994,1,EGFR
7995,2,KRAS
7996,3,Triple-Negative
7997,2,KRAS
7998,1,EGFR
7999,2,KRAS
8000,2,KRAS
8001,1,EGFR
8002,1,EGFR
8003,2,KRAS
8004,3,Triple-Negative
8005,0,ALK
8006,1,EGFR
8007,2,KRAS
8008,1,EGFR
8009,2,KRAS
8010,2,KRAS
8011,2,KRAS
8012,2,KRAS
8013,2,KRAS
8014,3,Triple-Negative
8015,3,Triple-Negative
8016,1,EGFR
8017,2,KRAS
8018,3,Triple-Negative
8019,3,Triple-Negative
8020,1,EGFR
8021,1,EGFR
8022,2,KRAS
8023,1,EGFR
8024,1,EGFR
8025,2,KRAS
8026,2,KRAS
8027,1,EGFR
8028,2,KRAS
8029,2,KRAS
8030,3,Triple-Negative
8031,1,EGFR
8032,2,KRAS
8033,2,KRAS
8034,1,EGFR
8035,1,EGFR
8036,1,EGFR
8037,2,KRAS
8038,2,KRAS
8039,1,EGFR
8040,1,EGFR
8041,1,EGFR
8042,1,EGFR
8043,2,KRAS
8044,2,KRAS
8045,2,KRAS
8046,1,EGFR
8047,2,KRAS
8048,1,EGFR
8049,1,EGFR
8050,1,EGFR
8051,2,KRAS
8052,2,KRAS
8053,2,KRAS
8054,2,KRAS
8055,2,KRAS
8056,2,KRAS
8057,2,KRAS
8058,1,EGFR
8059,1,EGFR
8060,2,KRAS
8061,3,Triple-Negative
8062,2,KRAS
8063,2,KRAS
8064,2,KRAS
8065,1,EGFR
8066,1,EGFR
8067,3,Triple-Negative
8068,1,EGFR
8069,2,KRAS
8070,2,KRAS
8071,1,EGFR
8072,1,EGFR
8073,0,ALK
8074,1,EGFR
8075,2,KRAS
8076,1,EGFR
8077,1,EGFR
8078,1,EGFR
8079,2,KRAS
8080,1,EGFR
8081,1,EGFR
8082,1,EGFR
8083,2,KRAS
8084,1,EGFR
8085,3,Triple-Negative
8086,2,KRAS
8087,2,KRAS
8088,3,Triple-Negative
8089,1,EGFR
8090,1,EGFR
8091,1,EGFR
8092,1,EGFR
8093,1,EGFR
8094,2,KRAS
8095,2,KRAS
8096,2,KRAS
8097,1,EGFR
8098,1,EGFR
8099,2,KRAS
8100,1,EGFR
8101,2,KRAS
8102,2,KRAS
8103,2,KRAS
8104,1,EGFR
8105,3,Triple-Negative
8106,2,KRAS
8107,1,EGFR
8108,1,EGFR
8109,2,KRAS
8110,1,EGFR
8111,0,ALK
8112,3,Triple-Negative
8113,1,EGFR
8114,2,KRAS
8115,1,EGFR
8116,1,EGFR
8117,2,KRAS
8118,2,KRAS
8119,1,EGFR
8120,1,EGFR
8121,1,EGFR
8122,2,KRAS
8123,2,KRAS
8124,3,Triple-Negative
8125,0,ALK
8126,2,KRAS
8127,1,EGFR
8128,1,EGFR
8129,2,KRAS
8130,2,KRAS
8131,2,KRAS
8132,3,Triple-Negative
8133,3,Triple-Negative
8134,3,Triple-Negative
8135,1,EGFR
8136,2,KRAS
8137,2,KRAS
8138,1,EGFR
8139,1,EGFR
8140,1,EGFR
8141,1,EGFR
8142,1,EGFR
8143,2,KRAS
8144,3,Triple-Negative
8145,2,KRAS
8146,1,EGFR
8147,2,KRAS
8148,1,EGFR
8149,1,EGFR
8150,1,EGFR
8151,2,KRAS
8152,2,KRAS
8153,1,EGFR
8154,0,ALK
8155,1,EGFR
8156,1,EGFR
8157,2,KRAS
8158,1,EGFR
8159,3,Triple-Negative
8160,0,ALK
8161,1,EGFR
8162,1,EGFR
8163,1,EGFR
8164,1,EGFR
8165,1,EGFR
8166,1,EGFR
8167,1,EGFR
8168,3,Triple-Negative
8169,2,KRAS
8170,1,EGFR
8171,1,EGFR
8172,1,EGFR
8173,1,EGFR
8174,1,EGFR
8175,3,Triple-Negative
8176,2,KRAS
8177,1,EGFR
8178,2,KRAS
8179,1,EGFR
8180,3,Triple-Negative
8181,2,KRAS
8182,1,EGFR
8183,1,EGFR
8184,1,EGFR
8185,1,EGFR
8186,1,EGFR
8187,3,Triple-Negative
8188,3,Triple-Negative
8189,1,EGFR
8190,1,EGFR
8191,2,KRAS
8192,0,ALK
8193,2,KRAS
8194,3,Triple-Negative
8195,3,Triple-Negative
8196,2,KRAS
8197,1,EGFR
8198,2,KRAS
8199,2,KRAS
8200,1,EGFR
8201,2,KRAS
8202,2,KRAS
8203,2,KRAS
8204,1,EGFR
8205,3,Triple-Negative
8206,1,EGFR
8207,2,KRAS
8208,1,EGFR
8209,1,EGFR
8210,1,EGFR
8211,0,ALK
8212,1,EGFR
8213,3,Triple-Negative
8214,2,KRAS
8215,2,KRAS
8216,0,ALK
8217,3,Triple-Negative
8218,2,KRAS
8219,1,EGFR
8220,3,Triple-Negative
8221,1,EGFR
8222,3,Triple-Negative
8223,2,KRAS
8224,2,KRAS
8225,2,KRAS
8226,0,ALK
8227,2,KRAS
8228,3,Triple-Negative
8229,1,EGFR
8230,2,KRAS
8231,1,EGFR
8232,1,EGFR
8233,1,EGFR
8234,1,EGFR
8235,2,KRAS
8236,1,EGFR
8237,0,ALK
8238,1,EGFR
8239,2,KRAS
8240,2,KRAS
8241,1,EGFR
8242,2,KRAS
8243,3,Triple-Negative
8244,2,KRAS
8245,0,ALK
8246,1,EGFR
8247,1,EGFR
8248,2,KRAS
8249,3,Triple-Negative
8250,2,KRAS
8251,1,EGFR
8252,1,EGFR
8253,3,Triple-Negative
8254,2,KRAS
8255,2,KRAS
8256,1,EGFR
8257,1,EGFR
8258,2,KRAS
8259,2,KRAS
8260,2,KRAS
8261,2,KRAS
8262,3,Triple-Negative
8263,1,EGFR
8264,3,Triple-Negative
8265,0,ALK
8266,2,KRAS
8267,1,EGFR
8268,3,Triple-Negative
8269,1,EGFR
8270,2,KRAS
8271,1,EGFR
8272,2,KRAS
8273,1,EGFR
8274,2,KRAS
8275,0,ALK
8276,2,KRAS
8277,2,KRAS
8278,0,ALK
8279,1,EGFR
8280,1,EGFR
8281,1,EGFR
8282,1,EGFR
8283,1,EGFR
8284,1,EGFR
8285,1,EGFR
8286,1,EGFR
8287,1,EGFR
8288,1,EGFR
8289,1,EGFR
8290,2,KRAS
8291,0,ALK
8292,2,KRAS
8293,1,EGFR
8294,2,KRAS
8295,3,Triple-Negative
8296,2,KRAS
8297,1,EGFR
8298,1,EGFR
8299,2,KRAS
8300,1,EGFR
8301,1,EGFR
8302,2,KRAS
8303,2,KRAS
8304,0,ALK
8305,2,KRAS
8306,1,EGFR
8307,2,KRAS
8308,1,EGFR
8309,1,EGFR
8310,2,KRAS
8311,2,KRAS
8312,1,EGFR
8313,2,KRAS
8314,1,EGFR
8315,3,Triple-Negative
8316,1,EGFR
8317,1,EGFR
8318,1,EGFR
8319,1,EGFR
8320,1,EGFR
8321,1,EGFR
8322,2,KRAS
8323,2,KRAS
8324,2,KRAS
8325,1,EGFR
8326,3,Triple-Negative
8327,1,EGFR
8328,3,Triple-Negative
8329,1,EGFR
8330,2,KRAS
8331,1,EGFR
8332,2,KRAS
8333,1,EGFR
8334,2,KRAS
8335,2,KRAS
8336,1,EGFR
8337,1,EGFR
8338,2,KRAS
8339,1,EGFR
8340,1,EGFR
8341,2,KRAS
8342,1,EGFR
8343,2,KRAS
8344,2,KRAS
8345,2,KRAS
8346,1,EGFR
8347,3,Triple-Negative
8348,0,ALK
8349,0,ALK
8350,1,EGFR
8351,3,Triple-Negative
8352,1,EGFR
8353,1,EGFR
8354,2,KRAS
8355,2,KRAS
8356,2,KRAS
8357,2,KRAS
8358,1,EGFR
8359,2,KRAS
8360,1,EGFR
8361,1,EGFR
8362,2,KRAS
8363,2,KRAS
8364,3,Triple-Negative
8365,1,EGFR
8366,1,EGFR
8367,1,EGFR
8368,1,EGFR
8369,2,KRAS
8370,1,EGFR
8371,2,KRAS
8372,1,EGFR
8373,1,EGFR
8374,2,KRAS
8375,1,EGFR
8376,2,KRAS
8377,2,KRAS
8378,1,EGFR
8379,3,Triple-Negative
8380,1,EGFR
8381,2,KRAS
8382,2,KRAS
8383,3,Triple-Negative
8384,2,KRAS
8385,1,EGFR
8386,1,EGFR
8387,1,EGFR
8388,2,KRAS
8389,2,KRAS
8390,1,EGFR
8391,1,EGFR
8392,1,EGFR
8393,1,EGFR
8394,2,KRAS
8395,2,KRAS
8396,2,KRAS
8397,3,Triple-Negative
8398,1,EGFR
8399,1,EGFR
8400,1,EGFR
8401,1,EGFR
8402,1,EGFR
8403,1,EGFR
8404,3,Triple-Negative
8405,3,Triple-Negative
8406,2,KRAS
8407,1,EGFR
8408,2,KRAS
8409,2,KRAS
8410,2,KRAS
8411,3,Triple-Negative
8412,1,EGFR
8413,1,EGFR
8414,3,Triple-Negative
8415,2,KRAS
8416,1,EGFR
8417,2,KRAS
8418,1,EGFR
8419,2,KRAS
8420,1,EGFR
8421,2,KRAS
8422,3,Triple-Negative
8423,3,Triple-Negative
8424,2,KRAS
8425,1,EGFR
8426,3,Triple-Negative
8427,3,Triple-Negative
8428,2,KRAS
8429,1,EGFR
8430,1,EGFR
8431,1,EGFR
8432,3,Triple-Negative
8433,0,ALK
8434,3,Triple-Negative
8435,2,KRAS
8436,1,EGFR
8437,3,Triple-Negative
8438,3,Triple-Negative
8439,2,KRAS
8440,1,EGFR
8441,2,KRAS
8442,3,Triple-Negative
8443,1,EGFR
8444,1,EGFR
8445,1,EGFR
8446,1,EGFR
8447,2,KRAS
8448,1,EGFR
8449,2,KRAS
8450,2,KRAS
8451,3,Triple-Negative
8452,1,EGFR
8453,2,KRAS
